location,date,vehicles
Kastel,2016-01-07T23:00Z,260
Kastel,2016-01-08,121
Kastel,2016-01-07T12:00Z,859
Kastel,2016-01-08T03:00Z,51
Kastel,2016-01-08T02:00Z,72
Kastel,2016-01-08T04:00Z,95
Kastel,2016-01-08T06:00Z,400
Kastel,2016-01-08T05:00Z,146
Kastel,2016-01-08T07:00Z,814
Kastel,2016-01-08T01:00Z,78
Kastel,2016-01-08T09:00Z,894
Kastel,2016-01-08T10:00Z,849
Kastel,2016-01-08T12:00Z,858
Kastel,2016-01-08T11:00Z,869
Kastel,2016-01-08T14:00Z,1175
Kastel,2016-01-08T13:00Z,1066
Kastel,2016-01-08T08:00Z,1040
Kastel,2016-01-08T17:00Z,1374
Kastel,2016-01-08T16:00Z,1344
Kastel,2016-01-08T18:00Z,1271
Kastel,2016-01-08T19:00Z,985
Kastel,2016-01-08T20:00Z,734
Kastel,2016-01-08T21:00Z,513
Kastel,2016-01-08T22:00Z,373
Kastel,2016-01-08T15:00Z,1325
Kastel,2016-01-08T23:00Z,274
Kastel,2016-01-09T01:00Z,123
Kastel,2016-01-09T02:00Z,82
Kastel,2016-01-09T03:00Z,66
Kastel,2016-01-09T05:00Z,97
Kastel,2016-01-09T04:00Z,69
Kastel,2016-01-09T06:00Z,146
Kastel,2016-01-09T08:00Z,322
Kastel,2016-01-09T07:00Z,196
Kastel,2016-01-09T09:00Z,450
Kastel,2016-01-09T10:00Z,694
Kastel,2016-01-09T11:00Z,758
Kastel,2016-01-09T12:00Z,812
Kastel,2016-01-09T13:00Z,793
Kastel,2016-01-09,176
Kastel,2016-01-09T15:00Z,839
Kastel,2016-01-09T16:00Z,792
Kastel,2016-01-09T17:00Z,802
Kastel,2016-01-09T18:00Z,765
Kastel,2016-01-09T19:00Z,680
Kastel,2016-01-09T20:00Z,507
Kastel,2016-01-09T14:00Z,852
Kastel,2016-01-09T23:00Z,223
Kastel,2016-01-09T22:00Z,233
Kastel,2016-01-09T21:00Z,371
Kastel,2016-01-06T22:00Z,272
Otzenhausen,2016-01-04,138
Otzenhausen,2016-01-04T01:00Z,89
Otzenhausen,2016-01-04T03:00Z,52
Otzenhausen,2016-01-04T04:00Z,74
Otzenhausen,2016-01-04T02:00Z,68
Otzenhausen,2016-01-04T05:00Z,238
Otzenhausen,2016-01-04T06:00Z,528
Otzenhausen,2016-01-04T09:00Z,1097
Otzenhausen,2016-01-04T10:00Z,972
Otzenhausen,2016-01-04T08:00Z,1461
Otzenhausen,2016-01-04T11:00Z,918
Otzenhausen,2016-01-04T12:00Z,973
Otzenhausen,2016-01-04T07:00Z,1210
Otzenhausen,2016-01-04T13:00Z,1044
Otzenhausen,2016-01-04T15:00Z,1205
Otzenhausen,2016-01-04T14:00Z,1098
Otzenhausen,2016-01-04T16:00Z,1149
Otzenhausen,2016-01-04T17:00Z,1406
Otzenhausen,2016-01-04T19:00Z,814
Otzenhausen,2016-01-04T18:00Z,1228
Otzenhausen,2016-01-04T20:00Z,576
Otzenhausen,2016-01-04T22:00Z,368
Otzenhausen,2016-01-04T21:00Z,428
Otzenhausen,2016-01-05,115
Otzenhausen,2016-01-04T23:00Z,317
Otzenhausen,2016-01-05T01:00Z,81
Otzenhausen,2016-01-05T04:00Z,86
Otzenhausen,2016-01-05T05:00Z,377
Otzenhausen,2016-01-05T06:00Z,509
Otzenhausen,2016-01-05T07:00Z,1017
Otzenhausen,2016-01-05T08:00Z,1234
Otzenhausen,2016-01-05T09:00Z,1163
Otzenhausen,2016-01-05T02:00Z,72
Otzenhausen,2016-01-05T10:00Z,1014
Otzenhausen,2016-01-05T11:00Z,1003
Otzenhausen,2016-01-05T12:00Z,909
Otzenhausen,2016-01-05T13:00Z,1047
Otzenhausen,2016-01-05T15:00Z,1196
Otzenhausen,2016-01-05T14:00Z,1157
Otzenhausen,2016-01-05T17:00Z,1369
Otzenhausen,2016-01-05T16:00Z,1233
Otzenhausen,2016-01-05T18:00Z,1290
Otzenhausen,2016-01-05T19:00Z,935
Otzenhausen,2016-01-05T21:00Z,453
Otzenhausen,2016-01-05T20:00Z,611
Otzenhausen,2016-01-05T22:00Z,350
Otzenhausen,2016-01-05T03:00Z,79
Otzenhausen,2016-01-06T01:00Z,76
Otzenhausen,2016-01-06T02:00Z,72
Otzenhausen,2016-01-06,126
Otzenhausen,2016-01-06T03:00Z,87
Otzenhausen,2016-01-06T05:00Z,199
Otzenhausen,2016-01-06T04:00Z,92
Otzenhausen,2016-01-06T06:00Z,567
Otzenhausen,2016-01-05T23:00Z,381
Otzenhausen,2016-01-06T08:00Z,1309
Otzenhausen,2016-01-06T09:00Z,1258
Otzenhausen,2016-01-06T10:00Z,1022
Otzenhausen,2016-01-06T12:00Z,979
Otzenhausen,2016-01-06T11:00Z,1007
Otzenhausen,2016-01-06T07:00Z,1001
Otzenhausen,2016-01-06T13:00Z,1176
Otzenhausen,2016-01-06T16:00Z,1250
Otzenhausen,2016-01-06T15:00Z,1292
Otzenhausen,2016-01-06T14:00Z,1157
Otzenhausen,2016-01-06T17:00Z,1471
Otzenhausen,2016-01-06T18:00Z,1327
Otzenhausen,2016-01-06T20:00Z,674
Otzenhausen,2016-01-06T19:00Z,819
Otzenhausen,2016-01-06T22:00Z,384
Otzenhausen,2016-01-07,124
Otzenhausen,2016-01-06T21:00Z,465
Otzenhausen,2016-01-06T23:00Z,273
Otzenhausen,2016-01-07T01:00Z,73
Otzenhausen,2016-01-07T03:00Z,67
Otzenhausen,2016-01-07T02:00Z,67
Otzenhausen,2016-01-07T04:00Z,101
Otzenhausen,2016-01-07T07:00Z,968
Otzenhausen,2016-01-07T06:00Z,498
Otzenhausen,2016-01-07T05:00Z,380
Otzenhausen,2016-01-07T09:00Z,1250
Otzenhausen,2016-01-07T10:00Z,1065
Otzenhausen,2016-01-07T11:00Z,980
Otzenhausen,2016-01-07T12:00Z,1019
Otzenhausen,2016-01-07T13:00Z,1151
Otzenhausen,2016-01-07T14:00Z,1224
Otzenhausen,2016-01-07T15:00Z,1382
Otzenhausen,2016-01-07T16:00Z,1332
Otzenhausen,2016-01-07T17:00Z,1412
Otzenhausen,2016-01-07T18:00Z,1465
Otzenhausen,2016-01-07T19:00Z,974
Otzenhausen,2016-01-07T20:00Z,716
Otzenhausen,2016-01-07T08:00Z,1365
Otzenhausen,2016-01-07T21:00Z,503
Otzenhausen,2016-01-07T23:00Z,290
Otzenhausen,2016-01-07T22:00Z,399
Otzenhausen,2016-01-08,128
Otzenhausen,2016-01-08T01:00Z,83
Otzenhausen,2016-01-08T02:00Z,71
Otzenhausen,2016-01-08T05:00Z,330
Otzenhausen,2016-01-08T06:00Z,504
Otzenhausen,2016-01-08T07:00Z,983
Otzenhausen,2016-01-08T04:00Z,102
Otzenhausen,2016-01-08T08:00Z,1249
Otzenhausen,2016-01-08T09:00Z,1073
Otzenhausen,2016-01-08T10:00Z,991
Otzenhausen,2016-01-08T11:00Z,1042
Otzenhausen,2016-01-08T12:00Z,1043
Otzenhausen,2016-01-08T13:00Z,1250
Otzenhausen,2016-01-08T14:00Z,1468
Otzenhausen,2016-01-08T16:00Z,1571
Otzenhausen,2016-01-08T15:00Z,1594
Otzenhausen,2016-01-08T17:00Z,1619
Otzenhausen,2016-01-08T03:00Z,90
Otzenhausen,2016-01-08T20:00Z,929
Otzenhausen,2016-01-08T19:00Z,1136
Otzenhausen,2016-01-08T21:00Z,618
Otzenhausen,2016-01-08T23:00Z,311
Otzenhausen,2016-01-08T22:00Z,487
Otzenhausen,2016-01-09,201
Otzenhausen,2016-01-08T18:00Z,1494
Otzenhausen,2016-01-09T02:00Z,106
Otzenhausen,2016-01-09T03:00Z,89
Otzenhausen,2016-01-09T04:00Z,77
Otzenhausen,2016-01-09T06:00Z,215
Otzenhausen,2016-01-09T05:00Z,179
Otzenhausen,2016-01-09T07:00Z,245
Otzenhausen,2016-01-09T08:00Z,398
Otzenhausen,2016-01-09T09:00Z,649
Otzenhausen,2016-01-09T11:00Z,934
Otzenhausen,2016-01-09T10:00Z,854
Otzenhausen,2016-01-09T12:00Z,1006
Otzenhausen,2016-01-09T01:00Z,124
Otzenhausen,2016-01-09T13:00Z,978
Otzenhausen,2016-01-09T14:00Z,1039
Otzenhausen,2016-01-09T15:00Z,1038
Otzenhausen,2016-01-09T17:00Z,963
Otzenhausen,2016-01-09T16:00Z,986
Otzenhausen,2016-01-09T20:00Z,609
Otzenhausen,2016-01-09T21:00Z,356
Otzenhausen,2016-01-09T22:00Z,302
Otzenhausen,2016-01-09T23:00Z,249
Otzenhausen,2016-01-09T18:00Z,945
Otzenhausen,2016-01-09T19:00Z,793
Bierfeld,2016-01-04,220
Bierfeld,2016-01-04T01:00Z,125
Bierfeld,2016-01-04T02:00Z,112
Bierfeld,2016-01-04T03:00Z,103
Bierfeld,2016-01-04T06:00Z,501
Bierfeld,2016-01-04T07:00Z,1122
Bierfeld,2016-01-04T08:00Z,1352
Bierfeld,2016-01-04T09:00Z,1313
Bierfeld,2016-01-04T10:00Z,1202
Bierfeld,2016-01-04T11:00Z,1325
Bierfeld,2016-01-04T05:00Z,282
Bierfeld,2016-01-04T04:00Z,112
Bierfeld,2016-01-04T12:00Z,1246
Bierfeld,2016-01-04T16:00Z,1352
Bierfeld,2016-01-04T13:00Z,1284
Bierfeld,2016-01-04T14:00Z,1256
Bierfeld,2016-01-04T18:00Z,1424
Bierfeld,2016-01-04T19:00Z,1015
Bierfeld,2016-01-04T20:00Z,699
Bierfeld,2016-01-04T17:00Z,1414
Bierfeld,2016-01-04T21:00Z,495
Bierfeld,2016-01-04T22:00Z,377
Bierfeld,2016-01-04T23:00Z,297
Bierfeld,2016-01-05T01:00Z,113
Bierfeld,2016-01-05T02:00Z,102
Bierfeld,2016-01-05,173
Bierfeld,2016-01-05T05:00Z,219
Bierfeld,2016-01-05T03:00Z,104
Bierfeld,2016-01-05T04:00Z,111
Bierfeld,2016-01-05T06:00Z,493
Bierfeld,2016-01-04T15:00Z,1344
Bierfeld,2016-01-05T07:00Z,963
Bierfeld,2016-01-05T11:00Z,1211
Bierfeld,2016-01-05T12:00Z,1128
Bierfeld,2016-01-05T13:00Z,1195
Bierfeld,2016-01-05T14:00Z,1297
Bierfeld,2016-01-05T15:00Z,1302
Bierfeld,2016-01-05T16:00Z,1427
Bierfeld,2016-01-05T17:00Z,1504
Bierfeld,2016-01-05T18:00Z,1448
Bierfeld,2016-01-05T09:00Z,1271
Bierfeld,2016-01-05T20:00Z,743
Bierfeld,2016-01-05T19:00Z,1070
Bierfeld,2016-01-05T21:00Z,529
Bierfeld,2016-01-05T22:00Z,382
Bierfeld,2016-01-05T08:00Z,1228
Bierfeld,2016-01-06T01:00Z,111
Bierfeld,2016-01-06T02:00Z,99
Bierfeld,2016-01-05T10:00Z,1185
Bierfeld,2016-01-06,185
Bierfeld,2016-01-06T03:00Z,124
Bierfeld,2016-01-06T04:00Z,110
Bierfeld,2016-01-06T05:00Z,197
Bierfeld,2016-01-06T06:00Z,492
Bierfeld,2016-01-06T09:00Z,1338
Bierfeld,2016-01-05T23:00Z,343
Bierfeld,2016-01-06T10:00Z,1321
Bierfeld,2016-01-06T11:00Z,1252
Bierfeld,2016-01-06T12:00Z,1261
Bierfeld,2016-01-06T13:00Z,1361
Bierfeld,2016-01-06T07:00Z,926
Bierfeld,2016-01-06T08:00Z,1324
Bierfeld,2016-01-06T14:00Z,1411
Bierfeld,2016-01-06T18:00Z,1557
Bierfeld,2016-01-06T19:00Z,1110
Bierfeld,2016-01-06T20:00Z,801
Bierfeld,2016-01-06T21:00Z,538
Bierfeld,2016-01-06T22:00Z,355
Bierfeld,2016-01-06T23:00Z,290
Bierfeld,2016-01-07,182
Bierfeld,2016-01-07T01:00Z,96
Bierfeld,2016-01-07T02:00Z,96
Bierfeld,2016-01-06T16:00Z,1495
Bierfeld,2016-01-07T03:00Z,87
Bierfeld,2016-01-07T04:00Z,132
Bierfeld,2016-01-07T05:00Z,231
Bierfeld,2016-01-07T06:00Z,484
Bierfeld,2016-01-06T15:00Z,1393
Bierfeld,2016-01-06T17:00Z,1688
Bierfeld,2016-01-07T07:00Z,971
Bierfeld,2016-01-07T08:00Z,1385
Bierfeld,2016-01-07T12:00Z,1212
Bierfeld,2016-01-07T11:00Z,1179
Bierfeld,2016-01-07T13:00Z,1298
Bierfeld,2016-01-07T10:00Z,1297
Bierfeld,2016-01-07T14:00Z,1383
Bierfeld,2016-01-07T15:00Z,1518
Bierfeld,2016-01-07T09:00Z,1423
Bierfeld,2016-01-07T19:00Z,1295
Bierfeld,2016-01-07T18:00Z,1539
Bierfeld,2016-01-07T20:00Z,865
Bierfeld,2016-01-07T21:00Z,569
Bierfeld,2016-01-07T22:00Z,435
Bierfeld,2016-01-07T23:00Z,311
Bierfeld,2016-01-07T16:00Z,1468
Bierfeld,2016-01-08,172
Bierfeld,2016-01-07T17:00Z,1669
Bierfeld,2016-01-08T04:00Z,147
Bierfeld,2016-01-08T05:00Z,208
Bierfeld,2016-01-08T06:00Z,447
Bierfeld,2016-01-08T02:00Z,123
Bierfeld,2016-01-08T03:00Z,87
Bierfeld,2016-01-08T07:00Z,920
Bierfeld,2016-01-08T08:00Z,1232
Bierfeld,2016-01-08T09:00Z,1179
Bierfeld,2016-01-08T01:00Z,102
Bierfeld,2016-01-08T13:00Z,1526
Bierfeld,2016-01-08T12:00Z,1317
Bierfeld,2016-01-08T14:00Z,1733
Bierfeld,2016-01-08T16:00Z,1955
Bierfeld,2016-01-08T15:00Z,1899
Bierfeld,2016-01-08T17:00Z,2008
Bierfeld,2016-01-08T18:00Z,1796
Bierfeld,2016-01-08T19:00Z,1437
Bierfeld,2016-01-08T20:00Z,1103
Bierfeld,2016-01-08T21:00Z,748
Bierfeld,2016-01-08T22:00Z,562
Bierfeld,2016-01-08T23:00Z,418
Bierfeld,2016-01-09,288
Bierfeld,2016-01-09T02:00Z,143
Bierfeld,2016-01-09T03:00Z,134
Bierfeld,2016-01-09T04:00Z,131
Bierfeld,2016-01-08T10:00Z,1172
Bierfeld,2016-01-08T11:00Z,1284
Bierfeld,2016-01-09T05:00Z,152
Bierfeld,2016-01-09T07:00Z,318
Bierfeld,2016-01-09T06:00Z,208
Bierfeld,2016-01-09T08:00Z,483
Bierfeld,2016-01-09T10:00Z,1034
Bierfeld,2016-01-09T01:00Z,174
Bierfeld,2016-01-09T12:00Z,1295
Bierfeld,2016-01-09T11:00Z,1259
Bierfeld,2016-01-09T13:00Z,1274
Bierfeld,2016-01-09T15:00Z,1339
Bierfeld,2016-01-09T14:00Z,1314
Bierfeld,2016-01-09T09:00Z,720
Bierfeld,2016-01-09T16:00Z,1287
Bierfeld,2016-01-09T19:00Z,933
Bierfeld,2016-01-09T21:00Z,593
Bierfeld,2016-01-09T20:00Z,805
Bierfeld,2016-01-09T22:00Z,385
Bierfeld,2016-01-09T23:00Z,349
Bierfeld,2016-01-09T17:00Z,1244
Bierfeld,2016-01-09T18:00Z,1222
Nonnweiler,2016-01-04,228
Nonnweiler,2016-01-04T01:00Z,129
Nonnweiler,2016-01-04T02:00Z,115
Nonnweiler,2016-01-04T03:00Z,100
Nonnweiler,2016-01-04T04:00Z,116
Nonnweiler,2016-01-04T05:00Z,257
Nonnweiler,2016-01-04T06:00Z,498
Nonnweiler,2016-01-04T10:00Z,1186
Nonnweiler,2016-01-04T11:00Z,1289
Nonnweiler,2016-01-04T12:00Z,1239
Nonnweiler,2016-01-04T13:00Z,1262
Nonnweiler,2016-01-04T14:00Z,1251
Nonnweiler,2016-01-04T15:00Z,1331
Nonnweiler,2016-01-04T16:00Z,1296
Nonnweiler,2016-01-04T17:00Z,1445
Nonnweiler,2016-01-04T18:00Z,1365
Nonnweiler,2016-01-04T19:00Z,1024
Nonnweiler,2016-01-04T20:00Z,693
Nonnweiler,2016-01-04T21:00Z,523
Nonnweiler,2016-01-04T22:00Z,378
Nonnweiler,2016-01-04T23:00Z,300
Nonnweiler,2016-01-05,167
Nonnweiler,2016-01-05T01:00Z,121
Nonnweiler,2016-01-05T02:00Z,104
Nonnweiler,2016-01-05T03:00Z,98
Nonnweiler,2016-01-04T07:00Z,1150
Nonnweiler,2016-01-04T08:00Z,1491
Nonnweiler,2016-01-04T09:00Z,1277
Nonnweiler,2016-01-05T04:00Z,113
Nonnweiler,2016-01-05T05:00Z,330
Nonnweiler,2016-01-05T06:00Z,433
Nonnweiler,2016-01-05T07:00Z,920
Nonnweiler,2016-01-05T08:00Z,1208
Nonnweiler,2016-01-05T12:00Z,1131
Nonnweiler,2016-01-05T13:00Z,1183
Nonnweiler,2016-01-05T14:00Z,1196
Nonnweiler,2016-01-05T15:00Z,1302
Nonnweiler,2016-01-05T16:00Z,1427
Nonnweiler,2016-01-05T17:00Z,1468
Nonnweiler,2016-01-05T18:00Z,1433
Nonnweiler,2016-01-05T19:00Z,915
Nonnweiler,2016-01-05T20:00Z,678
Nonnweiler,2016-01-05T21:00Z,472
Nonnweiler,2016-01-05T22:00Z,336
Nonnweiler,2016-01-05T23:00Z,357
Nonnweiler,2016-01-06,189
Nonnweiler,2016-01-06T01:00Z,117
Nonnweiler,2016-01-06T02:00Z,97
Nonnweiler,2016-01-06T03:00Z,126
Nonnweiler,2016-01-06T04:00Z,112
Nonnweiler,2016-01-06T05:00Z,198
Nonnweiler,2016-01-05T09:00Z,1253
Nonnweiler,2016-01-05T10:00Z,1161
Nonnweiler,2016-01-05T11:00Z,1202
Nonnweiler,2016-01-06T06:00Z,467
Nonnweiler,2016-01-06T07:00Z,913
Nonnweiler,2016-01-06T08:00Z,1257
Nonnweiler,2016-01-06T09:00Z,1283
Nonnweiler,2016-01-06T10:00Z,1309
Nonnweiler,2016-01-06T14:00Z,1362
Nonnweiler,2016-01-06T15:00Z,1388
Nonnweiler,2016-01-06T16:00Z,1473
Nonnweiler,2016-01-06T12:00Z,1239
Nonnweiler,2016-01-06T18:00Z,1524
Nonnweiler,2016-01-06T19:00Z,1055
Nonnweiler,2016-01-06T11:00Z,1224
Nonnweiler,2016-01-06T13:00Z,1318
Nonnweiler,2016-01-06T17:00Z,1675
Nonnweiler,2016-01-06T23:00Z,293
Nonnweiler,2016-01-07,188
Nonnweiler,2016-01-07T01:00Z,96
Nonnweiler,2016-01-07T02:00Z,97
Nonnweiler,2016-01-07T03:00Z,90
Nonnweiler,2016-01-07T04:00Z,133
Nonnweiler,2016-01-07T05:00Z,230
Nonnweiler,2016-01-07T06:00Z,464
Nonnweiler,2016-01-07T07:00Z,932
Nonnweiler,2016-01-07T08:00Z,1346
Nonnweiler,2016-01-07T09:00Z,1353
Nonnweiler,2016-01-07T10:00Z,1287
Nonnweiler,2016-01-07T11:00Z,1175
Nonnweiler,2016-01-07T12:00Z,1234
Nonnweiler,2016-01-07T13:00Z,1321
Nonnweiler,2016-01-07T14:00Z,1365
Nonnweiler,2016-01-07T15:00Z,1486
Nonnweiler,2016-01-07T16:00Z,1414
Nonnweiler,2016-01-07T17:00Z,1669
Nonnweiler,2016-01-07T18:00Z,1540
Nonnweiler,2016-01-07T19:00Z,1279
Nonnweiler,2016-01-07T20:00Z,830
Nonnweiler,2016-01-07T21:00Z,579
Nonnweiler,2016-01-07T22:00Z,412
Nonnweiler,2016-01-06T20:00Z,785
Nonnweiler,2016-01-06T21:00Z,543
Nonnweiler,2016-01-06T22:00Z,349
Nonnweiler,2016-01-07T23:00Z,310
Nonnweiler,2016-01-08,181
Nonnweiler,2016-01-08T01:00Z,112
Nonnweiler,2016-01-08T02:00Z,113
Nonnweiler,2016-01-08T03:00Z,87
Nonnweiler,2016-01-08T07:00Z,917
Nonnweiler,2016-01-08T08:00Z,1205
Nonnweiler,2016-01-08T09:00Z,1160
Nonnweiler,2016-01-08T10:00Z,1166
Nonnweiler,2016-01-08T11:00Z,1270
Nonnweiler,2016-01-08T12:00Z,1278
Nonnweiler,2016-01-08T13:00Z,1523
Nonnweiler,2016-01-08T14:00Z,1696
Nonnweiler,2016-01-08T15:00Z,1849
Nonnweiler,2016-01-08T16:00Z,1931
Nonnweiler,2016-01-08T17:00Z,1984
Nonnweiler,2016-01-08T18:00Z,1811
Nonnweiler,2016-01-08T19:00Z,1318
Nonnweiler,2016-01-08T20:00Z,1067
Nonnweiler,2016-01-08T21:00Z,707
Nonnweiler,2016-01-08T22:00Z,502
Nonnweiler,2016-01-08T23:00Z,402
Nonnweiler,2016-01-09,279
Nonnweiler,2016-01-08T04:00Z,140
Nonnweiler,2016-01-08T05:00Z,201
Nonnweiler,2016-01-08T06:00Z,428
Nonnweiler,2016-01-09T01:00Z,182
Nonnweiler,2016-01-09T02:00Z,143
Nonnweiler,2016-01-09T03:00Z,133
Nonnweiler,2016-01-09T04:00Z,123
Nonnweiler,2016-01-09T05:00Z,180
Nonnweiler,2016-01-09T09:00Z,838
Nonnweiler,2016-01-09T10:00Z,1093
Nonnweiler,2016-01-09T11:00Z,1268
Nonnweiler,2016-01-09T12:00Z,1327
Nonnweiler,2016-01-09T13:00Z,1276
Nonnweiler,2016-01-09T14:00Z,1296
Nonnweiler,2016-01-09T15:00Z,1341
Nonnweiler,2016-01-09T16:00Z,1292
Nonnweiler,2016-01-09T17:00Z,1228
Nonnweiler,2016-01-09T18:00Z,1199
Nonnweiler,2016-01-09T19:00Z,893
Nonnweiler,2016-01-09T20:00Z,755
Nonnweiler,2016-01-09T21:00Z,594
Nonnweiler,2016-01-09T22:00Z,382
Nonnweiler,2016-01-09T23:00Z,330
Nonnweiler,2016-01-09T06:00Z,200
Nonnweiler,2016-01-09T07:00Z,324
Nonnweiler,2016-01-09T08:00Z,487
Hetzerath,2016-01-04,326
Hetzerath,2016-01-04T01:00Z,171
Hetzerath,2016-01-04T03:00Z,120
Hetzerath,2016-01-04T02:00Z,140
Hetzerath,2016-01-04T04:00Z,121
Hetzerath,2016-01-04T05:00Z,210
Hetzerath,2016-01-04T06:00Z,728
Hetzerath,2016-01-04T07:00Z,1694
Hetzerath,2016-01-04T10:00Z,1568
Hetzerath,2016-01-04T11:00Z,1753
Hetzerath,2016-01-04T12:00Z,1686
Hetzerath,2016-01-04T13:00Z,1685
Hetzerath,2016-01-04T14:00Z,1847
Hetzerath,2016-01-04T15:00Z,1836
Hetzerath,2016-01-04T08:00Z,2160
Hetzerath,2016-01-04T09:00Z,1783
Hetzerath,2016-01-04T18:00Z,2169
Hetzerath,2016-01-04T20:00Z,1068
Hetzerath,2016-01-04T19:00Z,1599
Hetzerath,2016-01-04T21:00Z,636
Hetzerath,2016-01-04T22:00Z,528
Hetzerath,2016-01-04T23:00Z,404
Hetzerath,2016-01-05,233
Hetzerath,2016-01-05T01:00Z,160
Hetzerath,2016-01-05T02:00Z,149
Hetzerath,2016-01-05T03:00Z,126
Hetzerath,2016-01-05T04:00Z,145
Hetzerath,2016-01-05T05:00Z,229
Hetzerath,2016-01-04T16:00Z,1907
Hetzerath,2016-01-04T17:00Z,2185
Hetzerath,2016-01-05T09:00Z,1712
Hetzerath,2016-01-05T06:00Z,656
Hetzerath,2016-01-05T10:00Z,1639
Hetzerath,2016-01-05T11:00Z,1671
Hetzerath,2016-01-05T12:00Z,1579
Hetzerath,2016-01-05T08:00Z,2073
Hetzerath,2016-01-05T13:00Z,1692
Hetzerath,2016-01-05T14:00Z,1723
Hetzerath,2016-01-05T16:00Z,1982
Hetzerath,2016-01-05T15:00Z,1859
Hetzerath,2016-01-05T19:00Z,1632
Hetzerath,2016-01-05T17:00Z,2379
Hetzerath,2016-01-05T18:00Z,2379
Hetzerath,2016-01-05T21:00Z,775
Hetzerath,2016-01-05T20:00Z,1085
Hetzerath,2016-01-06,248
Hetzerath,2016-01-05T23:00Z,394
Hetzerath,2016-01-05T22:00Z,529
Hetzerath,2016-01-05T07:00Z,1518
Hetzerath,2016-01-06T04:00Z,137
Hetzerath,2016-01-06T01:00Z,142
Hetzerath,2016-01-06T03:00Z,141
Hetzerath,2016-01-06T05:00Z,247
Hetzerath,2016-01-06T06:00Z,661
Hetzerath,2016-01-06T07:00Z,1535
Hetzerath,2016-01-06T02:00Z,138
Hetzerath,2016-01-06T08:00Z,2197
Hetzerath,2016-01-06T09:00Z,1887
Hetzerath,2016-01-06T10:00Z,1751
Hetzerath,2016-01-06T11:00Z,1740
Hetzerath,2016-01-06T12:00Z,1609
Hetzerath,2016-01-06T13:00Z,1727
Hetzerath,2016-01-06T14:00Z,1847
Hetzerath,2016-01-06T15:00Z,2047
Hetzerath,2016-01-06T16:00Z,2139
Hetzerath,2016-01-06T17:00Z,2536
Hetzerath,2016-01-06T18:00Z,2408
Hetzerath,2016-01-06T19:00Z,1775
Hetzerath,2016-01-06T20:00Z,1165
Hetzerath,2016-01-06T21:00Z,746
Hetzerath,2016-01-06T22:00Z,531
Hetzerath,2016-01-06T23:00Z,472
Hetzerath,2016-01-07,301
Hetzerath,2016-01-07T01:00Z,176
Hetzerath,2016-01-07T02:00Z,155
Hetzerath,2016-01-07T03:00Z,113
Hetzerath,2016-01-07T04:00Z,174
Hetzerath,2016-01-07T06:00Z,684
Hetzerath,2016-01-07T05:00Z,241
Hetzerath,2016-01-07T09:00Z,1985
Hetzerath,2016-01-07T10:00Z,1799
Hetzerath,2016-01-07T08:00Z,2288
Hetzerath,2016-01-07T11:00Z,1706
Hetzerath,2016-01-07T13:00Z,1735
Hetzerath,2016-01-07T12:00Z,1590
Hetzerath,2016-01-07T14:00Z,1926
Hetzerath,2016-01-07T15:00Z,2040
Hetzerath,2016-01-07T16:00Z,2032
Hetzerath,2016-01-07T07:00Z,1516
Hetzerath,2016-01-07T19:00Z,1884
Hetzerath,2016-01-07T18:00Z,2541
Hetzerath,2016-01-07T20:00Z,1187
Hetzerath,2016-01-07T21:00Z,835
Hetzerath,2016-01-07T22:00Z,568
Hetzerath,2016-01-07T23:00Z,431
Hetzerath,2016-01-07T17:00Z,2585
Hetzerath,2016-01-08,295
Hetzerath,2016-01-08T02:00Z,164
Hetzerath,2016-01-08T01:00Z,184
Hetzerath,2016-01-08T03:00Z,124
Hetzerath,2016-01-08T06:00Z,628
Hetzerath,2016-01-08T05:00Z,247
Hetzerath,2016-01-08T07:00Z,1526
Hetzerath,2016-01-08T04:00Z,157
Hetzerath,2016-01-08T10:00Z,1625
Hetzerath,2016-01-08T09:00Z,1759
Hetzerath,2016-01-08T11:00Z,1626
Hetzerath,2016-01-08T12:00Z,1774
Hetzerath,2016-01-08T13:00Z,2043
Hetzerath,2016-01-08T14:00Z,2304
Hetzerath,2016-01-08T15:00Z,2571
Hetzerath,2016-01-08T08:00Z,2050
Hetzerath,2016-01-08T18:00Z,2577
Hetzerath,2016-01-08T19:00Z,2127
Hetzerath,2016-01-08T20:00Z,1470
Hetzerath,2016-01-08T21:00Z,958
Hetzerath,2016-01-08T22:00Z,689
Hetzerath,2016-01-08T23:00Z,505
Hetzerath,2016-01-09,375
Hetzerath,2016-01-09T01:00Z,275
Hetzerath,2016-01-09T02:00Z,218
Hetzerath,2016-01-09T03:00Z,140
Hetzerath,2016-01-09T04:00Z,175
Hetzerath,2016-01-09T05:00Z,170
Hetzerath,2016-01-08T16:00Z,2669
Hetzerath,2016-01-09T07:00Z,400
Hetzerath,2016-01-09T08:00Z,703
Hetzerath,2016-01-09T09:00Z,1038
Hetzerath,2016-01-09T10:00Z,1364
Hetzerath,2016-01-09T11:00Z,1619
Hetzerath,2016-01-08T17:00Z,2779
Hetzerath,2016-01-09T12:00Z,1758
Hetzerath,2016-01-09T06:00Z,288
Hetzerath,2016-01-09T16:00Z,1659
Hetzerath,2016-01-09T17:00Z,1637
Hetzerath,2016-01-09T18:00Z,1740
Hetzerath,2016-01-09T19:00Z,1398
Hetzerath,2016-01-09T20:00Z,1101
