origin,destination,count
DEN,HLN,414
DEN,HNL,367
DEN,HOU,1056
DEN,HSV,654
DEN,IAD,2943
DEN,IAH,4788
DEN,ICT,1583
DEN,IDA,979
DEN,IND,2083
DEN,JAC,1340
DEN,JAX,118
DEN,JFK,1084
DEN,KOA,45
DEN,LAS,8147
DEN,LAX,8811
DEN,LGA,3051
DEN,LIH,45
DEN,LIT,121
DEN,LNK,1200
DEN,MBS,1
DEN,MCI,5111
DEN,MCO,3015
DEN,MDW,4338
DEN,MEM,1730
DEN,MFR,365
DEN,MIA,810
DEN,MKE,1587
DEN,MLI,723
DEN,MRY,363
DEN,MSN,1003
DEN,MSO,1108
DEN,MSP,5011
DEN,MSY,1174
DEN,MTJ,1592
DEN,OAK,3100
DEN,OGG,163
DEN,OKC,2636
DEN,OMA,3169
DEN,ONT,1544
DEN,ORD,6051
DEN,PBI,94
DEN,PDX,4563
DEN,PHL,2975
DEN,PHX,8391
DEN,PIA,363
DEN,PIH,1
DEN,PIT,804
DEN,PSC,939
DEN,PSP,997
DEN,RAP,2308
DEN,RDM,12
DEN,RDU,470
DEN,RFD,289
DEN,RKS,545
DEN,RNO,1350
DEN,ROC,1
DEN,RSW,221
DEN,SAN,5358
DEN,SAT,2651
DEN,SBA,841
DEN,SDF,384
DEN,SEA,6414
DEN,SFO,5604
DEN,SGF,953
DEN,SJC,3684
DEN,SLC,8905
DEN,SMF,3331
DEN,SNA,3340
DEN,STL,2126
DEN,TPA,1682
DEN,TUL,1628
DEN,TUS,2089
DEN,TVC,88
DEN,TYS,510
DEN,XNA,686
DFW,ABI,2660
DFW,ABQ,2888
DFW,ACT,1994
DFW,AEX,1003
DFW,AMA,2551
DFW,ANC,153
DFW,ATL,9849
DFW,AUS,5508
DFW,BDL,1065
DFW,BHM,1287
DFW,BMI,60
DFW,BNA,2861
DFW,BOS,3036
DFW,BTR,2919
DFW,BUF,93
DFW,BUR,1375
DFW,BWI,2309
DFW,CAE,1157
DFW,CHA,426
DFW,CHS,1154
DFW,CID,1897
DFW,CLE,1665
DFW,CLL,1104
DFW,CLT,3797
DFW,CMH,1694
DFW,CMI,366
DFW,COS,2034
DFW,CRP,2509
DFW,CVG,3244
DFW,DAY,1038
DFW,DCA,3965
DFW,DEN,8193
DFW,DSM,2134
DFW,DTW,2792
DFW,EGE,457
DFW,ELP,2900
DFW,EVV,365
DFW,EWR,3728
DFW,FAT,730
DFW,FLL,2296
DFW,FNT,245
DFW,FSM,1825
DFW,FWA,713
DFW,GGG,971
DFW,GJT,600
DFW,GPT,1155
DFW,GRK,2562
DFW,GRR,793
DFW,GSO,1037
DFW,GSP,1435
DFW,GUC,109
DFW,HDN,126
DFW,HNL,732
DFW,HOU,2425
DFW,HSV,1714
DFW,IAD,2010
DFW,IAH,5526
DFW,ICT,1792
DFW,IND,2086
DFW,JAC,213
DFW,JAN,2604
DFW,JAX,1366
DFW,JFK,833
DFW,LAS,4956
DFW,LAW,1822
DFW,LAX,6571
DFW,LBB,3012
DFW,LEX,908
DFW,LFT,1181
DFW,LGA,5365
DFW,LIT,3245
DFW,LRD,1400
DFW,MAF,1777
DFW,MCI,2878
DFW,MCO,4114
DFW,MDT,272
DFW,MEM,2501
DFW,MFE,1439
DFW,MIA,3350
DFW,MKE,745
DFW,MLI,588
DFW,MLU,964
DFW,MOB,1398
DFW,MSN,946
DFW,MSP,2810
DFW,MSY,2501
DFW,MTJ,231
DFW,OAK,724
DFW,OGG,366
DFW,OKC,2846
DFW,OMA,1747
DFW,ONT,1741
DFW,ORD,8165
DFW,ORF,1035
DFW,PBI,853
DFW,PDX,1578
DFW,PHL,3483
DFW,PHX,5388
DFW,PIA,635
DFW,PIT,2140
DFW,PNS,2020
DFW,PSP,1095
DFW,RDU,2347
DFW,RIC,1041
DFW,RNO,1093
DFW,ROC,176
DFW,ROW,961
DFW,RSW,918
DFW,SAN,3526
DFW,SAT,5414
DFW,SAV,795
DFW,SBA,365
DFW,SDF,1386
DFW,SEA,3915
DFW,SFO,3486
DFW,SGF,3231
DFW,SHV,3579
DFW,SJC,2250
DFW,SJT,1315
DFW,SJU,985
DFW,SLC,3143
DFW,SMF,1346
DFW,SNA,3669
DFW,SPS,1831
DFW,STL,3598
DFW,SYR,178
DFW,TPA,2803
DFW,TUL,3256
DFW,TUS,2677
DFW,TXK,1247
DFW,TYR,1585
DFW,TYS,1505
DFW,VPS,1962
DFW,XNA,2780
DHN,ATL,1397
DLG,ANC,116
DLH,DTW,721
DLH,MSP,1292
DRO,ABQ,1
DRO,DEN,2475
DRO,PHX,812
DRO,SLC,386
DSM,ATL,1115
DSM,CLE,139
DSM,CVG,982
DSM,CWA,1
DSM,DCA,272
DSM,DEN,1704
DSM,DFW,2137
DSM,DTW,956
DSM,GJT,2
DSM,IAH,688
DSM,LAX,175
DSM,LGA,707
DSM,LNK,1
DSM,MEM,751
DSM,MKE,722
DSM,MSP,1012
DSM,ORD,4525
DSM,ORF,1
DSM,PHX,749
DSM,RFD,1
DSM,SLC,3
DTW,ABE,997
DTW,ALB,1013
DTW,ANC,96
DTW,ATL,5612
DTW,ATW,1021
DTW,AVL,768
DTW,AVP,722
DTW,AZO,1176
DTW,BDL,1565
DTW,BGM,728
DTW,BGR,801
DTW,BHM,887
DTW,BNA,2712
DTW,BOS,2377
DTW,BTV,826
DTW,BUF,1508
DTW,BWI,3101
DTW,BZN,19
DTW,CAE,713
DTW,CAK,1044
DTW,CHA,73
DTW,CHS,761
DTW,CID,948
DTW,CLE,1182
DTW,CLT,2703
DTW,CMH,1894
DTW,CRW,208
DTW,CVG,3099
DTW,CWA,549
DTW,DAY,1322
DTW,DCA,2986
DTW,DEN,2919
DTW,DFW,2799
DTW,DLH,722
DTW,DSM,977
DTW,ELM,1336
DTW,ERI,1398
DTW,EVV,1342
DTW,EWR,4374
DTW,FLL,1321
DTW,FNT,1519
DTW,FWA,1202
DTW,GRB,1245
DTW,GRR,2527
DTW,GSO,1245
DTW,GSP,1239
DTW,HPN,666
DTW,HSV,698
DTW,IAD,1708
DTW,IAH,2740
DTW,ICT,242
DTW,IND,2605
DTW,ITH,133
DTW,JAN,682
DTW,JAX,507
DTW,JFK,1754
DTW,LAN,1642
DTW,LAS,2038
DTW,LAX,1608
DTW,LEX,1658
DTW,LGA,4594
DTW,LIT,362
DTW,LNK,320
DTW,MBS,1468
DTW,MCI,1438
DTW,MCO,3481
DTW,MDT,543
DTW,MDW,3179
DTW,MEM,2562
DTW,MHT,844
DTW,MIA,1227
DTW,MKE,1742
DTW,MLI,745
DTW,MSN,1603
DTW,MSP,4947
DTW,MSY,68
DTW,MYR,287
DTW,OKC,622
DTW,OMA,1324
DTW,ORD,7553
DTW,ORF,968
DTW,PBI,472
DTW,PDX,250
DTW,PHL,2791
DTW,PHX,2928
DTW,PIA,701
DTW,PIT,1558
DTW,PLN,263
DTW,PVD,1105
DTW,PWM,66
DTW,RDU,1368
DTW,RIC,700
DTW,ROA,748
DTW,ROC,864
DTW,RST,105
DTW,RSW,1144
DTW,SAN,583
DTW,SAT,597
DTW,SAV,508
DTW,SBN,1638
DTW,SCE,500
DTW,SDF,1082
DTW,SEA,1172
DTW,SFO,1235
DTW,SGF,363
DTW,SHV,360
DTW,SJU,155
DTW,SLC,572
DTW,SRQ,219
DTW,STL,2516
DTW,STT,16
DTW,SWF,724
DTW,SYR,1015
DTW,TPA,1452
DTW,TUL,726
DTW,TVC,1209
DTW,TYS,1788
DTW,XNA,362
EGE,ATL,109
EGE,CLT,13
EGE,CVG,30
EGE,DEN,1674
EGE,DFW,457
EGE,EWR,207
EGE,IAH,124
EGE,JFK,13
EGE,LAX,111
EGE,LGA,16
EGE,MIA,43
EGE,MSP,112
EGE,ORD,197
EKO,SLC,1577
EKO,TWF,3
ELM,DTW,1336
ELP,ABQ,792
ELP,ATL,575
ELP,AUS,1344
ELP,DAL,2290
ELP,DEN,1060
ELP,DFW,2901
ELP,HOU,1033
ELP,IAH,1136
ELP,LAS,1056
ELP,LAX,1075
ELP,LBB,362
ELP,ONT,381
ELP,ORD,670
ELP,PHX,4136
ELP,SAN,366
ELP,SAT,1344
ELP,SLC,121
ELP,TUS,89
ERI,DTW,1398
ERI,PIT,1
EUG,DEN,726
EUG,FAT,1
EUG,LAS,162
EUG,LAX,305
EUG,MFR,1
EUG,PDX,1551
EUG,PHX,372
EUG,RDM,1
EUG,SFO,1919
EUG,SLC,711
EVV,ATL,1151
EVV,CVG,136
EVV,DFW,366
EVV,DTW,1342
EVV,MEM,904
EVV,ORD,1944
EVV,STL,1
EWN,ATL,791
EWR,ABQ,166
EWR,ACK,234
EWR,ALB,619
EWR,ATL,8060
EWR,AUS,939
EWR,AVL,658
EWR,BDL,793
EWR,BGR,536
EWR,BHM,681
EWR,BNA,1812
EWR,BOS,3870
EWR,BQN,366
EWR,BTV,879
EWR,BUF,1481
EWR,BWI,508
EWR,CAE,684
EWR,CHS,1285
EWR,CLE,2103
EWR,CLT,5945
EWR,CMH,1653
EWR,CVG,3095
EWR,DAB,311
EWR,DAY,946
EWR,DCA,2269
EWR,DEN,2209
EWR,DFW,3729
EWR,DTW,4419
EWR,EGE,207
EWR,FLL,4432
EWR,GRB,1
EWR,GRR,593
EWR,GSO,1092
EWR,GSP,1036
EWR,HDN,15
EWR,HNL,362
EWR,IAD,1789
EWR,IAH,3989
EWR,IND,1722
EWR,JAN,121
EWR,JAX,1596
EWR,LAS,2350
EWR,LAX,3239
EWR,LEX,389
EWR,LGA,1
EWR,LIT,323
EWR,MCI,1798
EWR,MCO,4978
EWR,MDW,279
EWR,MEM,1192
EWR,MHT,1331
EWR,MIA,2873
EWR,MKE,2523
EWR,MSN,313
EWR,MSP,3103
EWR,MSY,1139
EWR,MTJ,21
EWR,MYR,234
EWR,OKC,360
EWR,OMA,1079
EWR,ORD,7505
EWR,ORF,379
EWR,PBI,2769
EWR,PDX,687
EWR,PHL,19
EWR,PHX,2601
EWR,PIT,677
EWR,PSE,16
EWR,PVD,1101
EWR,PWM,740
EWR,RDU,2391
EWR,RIC,1576
EWR,ROC,925
EWR,RSW,1873
EWR,SAN,1179
EWR,SAT,949
EWR,SAV,1127
EWR,SDF,1052
EWR,SEA,2030
EWR,SFO,2777
EWR,SJC,200
EWR,SJU,1580
EWR,SLC,812
EWR,SNA,908
EWR,SRQ,399
EWR,STL,1707
EWR,STT,232
EWR,SYR,993
EWR,TPA,2838
EWR,TUL,343
EWR,TUS,186
EWR,TYS,660
EWR,XNA,545
EYW,ATL,974
EYW,MCO,35
FAI,ANC,2853
FAI,BRW,364
FAI,MSP,205
FAI,SCC,364
FAI,SEA,956
FAI,SLC,80
FAR,DEN,1263
FAR,LAN,1
FAR,MCI,1
FAR,MSP,1743
FAR,ORD,1327
FAR,SLC,95
FAR,STL,1
FAT,DEN,1265
FAT,DFW,730
FAT,LAS,2092
FAT,LAX,4022
FAT,LGB,435
FAT,MRY,2
FAT,OGD,1
FAT,ONT,239
FAT,PHX,1625
FAT,SAN,581
FAT,SBA,2
FAT,SFO,2438
FAT,SLC,845
FAT,TWF,1
FAY,ATL,2172
FAY,CLT,95
FCA,ATL,25
FCA,DEN,668
FCA,IDA,2
FCA,MSP,210
FCA,ORD,104
FCA,SFO,12
FCA,SLC,1741
FLG,PHX,1871
FLL,ALB,60
FLL,ATL,7666
FLL,AUS,481
FLL,BDL,545
FLL,BNA,740
FLL,BOS,2473
FLL,BUF,672
FLL,BWI,2704
FLL,CAK,8
FLL,CLE,618
FLL,CLT,2947
FLL,CVG,687
FLL,DCA,1339
FLL,DEN,903
FLL,DFW,2298
FLL,DTW,1320
FLL,EWR,4431
FLL,GPT,366
FLL,HOU,722
FLL,HPN,1022
FLL,IAD,1176
FLL,IAH,1933
FLL,IND,578
FLL,ISP,1092
FLL,JAX,1812
FLL,JFK,4699
FLL,LAS,677
FLL,LAX,372
FLL,LGA,3149
FLL,LGB,332
FLL,MCI,60
FLL,MCO,2095
FLL,MDW,1622
FLL,MEM,480
FLL,MHT,245
FLL,MIA,1
FLL,MKE,43
FLL,MSP,475
FLL,MSY,593
FLL,OAK,13
FLL,ORD,1581
FLL,PHF,309
FLL,PHL,2977
FLL,PHX,622
FLL,PIT,872
FLL,PNS,145
FLL,PSE,44
FLL,PVD,424
FLL,RDU,695
FLL,RIC,366
FLL,ROC,114
FLL,SJU,765
FLL,SLC,242
FLL,STL,470
FLL,SWF,476
FLL,SYR,328
FLL,TLH,262
FLL,TPA,3036
FLO,ATL,615
FNT,ATL,3133
FNT,DFW,246
FNT,DTW,1522
FNT,LAS,90
FNT,LGA,393
FNT,MCO,455
FNT,MKE,838
FNT,MKG,105
FNT,MSP,354
FNT,ORD,1264
FNT,RSW,149
FNT,TPA,200
FSD,ATL,135
FSD,CVG,555
FSD,DEN,1429
FSD,GRB,1
FSD,MSN,1
FSD,MSP,1927
FSD,ORD,1770
FSD,PIA,1
FSD,SDF,1
FSD,SLC,8
FSM,ATL,633
FSM,DFW,1826
FSM,MEM,478
FWA,ATL,1029
FWA,DFW,713
FWA,DTW,1202
FWA,MSP,241
FWA,ORD,2958
FWA,TVC,1
GCC,DEN,695
GCC,RKS,59
GCC,SLC,292
GEG,BLI,1
GEG,BOI,1016
GEG,DEN,1436
GEG,LAS,753
GEG,LAX,431
GEG,LGB,1
GEG,MSP,826
GEG,OAK,719
GEG,ONT,440
GEG,ORD,328
GEG,PDX,1314
GEG,PHX,777
GEG,RDM,1
GEG,RNO,213
GEG,SAN,454
GEG,SEA,4372
GEG,SLC,1951
GEG,SMF,375
GEG,TUS,152
GFK,MSP,1371
GGG,DFW,978
GJT,ASE,2
GJT,DEN,2463
GJT,DFW,599
GJT,HDN,1
GJT,LAX,4
GJT,ORD,6
GJT,PHX,1037
GJT,SLC,1040
GNV,ATL,2064
GPT,ATL,3441
GPT,DFW,1157
GPT,FLL,366
GPT,IAH,1908
GPT,MEM,1088
GPT,ORD,215
GPT,TPA,366
GRB,ATL,93
GRB,CVG,447
GRB,DEN,1
GRB,DSM,1
GRB,DTW,1224
GRB,GTF,1
GRB,MKE,774
GRB,MQT,323
GRB,MSP,1431
GRB,ORD,3634
GRB,SDF,1
GRK,ATL,643
GRK,DFW,2565
GRK,IAH,525
GRR,ATL,1351
GRR,CLE,1147
GRR,CVG,1387
GRR,DCA,307
GRR,DEN,346
GRR,DFW,795
GRR,DTW,2655
GRR,EWR,582
GRR,IAH,714
GRR,LGA,363
GRR,MCO,128
GRR,MEM,362
GRR,MKE,1244
GRR,MKG,23
GRR,MSP,1516
GRR,ORD,3696
GSO,ATL,2848
GSO,BOS,132
GSO,CLE,148
GSO,CLT,987
GSO,CVG,1097
GSO,DFW,1037
GSO,DTW,1245
GSO,EWR,1093
GSO,IAD,208
GSO,IAH,1035
GSO,JAX,1
GSO,LGA,905
GSO,MCO,19
GSO,MEM,1043
GSO,MIA,520
GSO,MSP,365
GSO,ORD,870
GSO,ORF,2
GSO,RDU,3
GSP,ATL,2450
GSP,CLE,510
GSP,CLT,1
GSP,CVG,456
GSP,DFW,1436
GSP,DTW,1238
GSP,EWR,1040
GSP,IAD,828
GSP,IAH,950
GSP,LGA,609
GSP,MCO,90
GSP,MEM,1089
GSP,ORD,1159
GST,JNU,85
GTF,BZN,1
GTF,DEN,869
GTF,MSP,196
GTF,ORD,23
GTF,SLC,1051
GTR,ATL,964
GUC,ATL,2
GUC,DEN,831
GUC,DFW,111
GUC,ORD,2
GUC,SLC,13
HDN,ATL,107
HDN,DEN,1314
HDN,DFW,127
HDN,EWR,15
HDN,IAH,112
HDN,JFK,13
HDN,LGA,15
HDN,MSP,112
HDN,ORD,205
HDN,SLC,378
HHH,ATL,836
HLN,DEN,412
HLN,MSP,365
HLN,SLC,1209
HNL,ANC,236
HNL,ATL,637
HNL,DEN,366
HNL,DFW,732
HNL,EWR,362
HNL,IAH,702
HNL,ITO,7685
HNL,KOA,8745
HNL,LAS,732
HNL,LAX,4963
HNL,LIH,10769
HNL,MSP,366
HNL,OAK,121
HNL,OGG,12014
HNL,ORD,641
HNL,PDX,732
HNL,PHX,914
HNL,SAN,393
HNL,SEA,1643
HNL,SFO,2359
HNL,SJC,366
HNL,SLC,366
HNL,SMF,366
HNL,SNA,66
HOU,ABQ,1023
HOU,ATL,3595
HOU,AUS,2310
HOU,BHM,736
HOU,BNA,1500
HOU,BTR,1
HOU,BWI,1262
HOU,CRP,1932
HOU,DAL,9766
HOU,DEN,1063
HOU,DFW,2425
HOU,ELP,1032
HOU,FLL,723
HOU,HRL,2967
HOU,JAN,1341
HOU,JAX,366
HOU,JFK,944
HOU,LAS,1460
HOU,LAX,1416
HOU,LIT,365
HOU,MAF,676
HOU,MCO,1753
HOU,MDW,2054
HOU,MSY,3726
HOU,OAK,713
HOU,OKC,1366
HOU,PHL,659
HOU,PHX,1722
HOU,SAN,421
HOU,SAT,2572
HOU,STL,1348
HOU,TPA,1396
HOU,TUL,1300
HPN,ATL,2158
HPN,CVG,126
HPN,DTW,666
HPN,EWR,1
HPN,FLL,1021
HPN,JFK,2
HPN,MCO,1485
HPN,ORD,3626
HPN,PBI,1048
HPN,PIA,1
HPN,PIT,1
HPN,RSW,520
HPN,TPA,60
HRL,AUS,366
HRL,DAL,33
HRL,HOU,2949
HRL,IAH,398
HRL,SAT,675
HSV,ATL,2622
HSV,BHM,4
HSV,CLT,13
HSV,CVG,787
HSV,DCA,577
HSV,DEN,653
HSV,DFW,1717
HSV,DTW,702
HSV,IAD,726
HSV,IAH,1043
HSV,LGA,72
HSV,MCO,248
HSV,MEM,1079
HSV,ORD,547
HSV,TUS,1
HTS,CVG,158
IAD,ABQ,365
IAD,ATL,5362
IAD,AUS,631
IAD,BDL,1192
IAD,BHM,245
IAD,BNA,233
IAD,BOS,3846
IAD,BTV,129
IAD,BUF,16
IAD,BUR,163
IAD,CAE,1709
IAD,CHS,710
IAD,CLE,1435
IAD,CLT,2762
IAD,CVG,783
IAD,DAY,52
IAD,DCA,1
IAD,DEN,2984
IAD,DFW,2009
IAD,DTW,1684
IAD,EWR,1790
IAD,FLL,1174
IAD,GSO,207
IAD,GSP,682
IAD,HSV,725
IAD,IAH,1389
IAD,JAX,751
IAD,JFK,2297
IAD,LAS,1623
IAD,LAX,4092
IAD,LGA,1105
IAD,LGB,756
IAD,MCI,313
IAD,MCO,4244
IAD,MDT,984
IAD,MDW,2075
IAD,MHT,585
IAD,MIA,575
IAD,MSP,712
IAD,MSY,413
IAD,MYR,533
IAD,OAK,841
IAD,OKC,319
IAD,ORD,2948
IAD,ORF,956
IAD,PBI,14
IAD,PDX,367
IAD,PHL,607
IAD,PHX,731
IAD,PIT,740
IAD,PVD,511
IAD,PWM,380
IAD,RDU,1679
IAD,ROA,682
IAD,ROC,492
IAD,RSW,14
IAD,SAN,1331
IAD,SAT,111
IAD,SAV,1008
IAD,SEA,1098
IAD,SFO,3139
IAD,SJC,245
IAD,SJU,707
IAD,SLC,524
IAD,SMF,365
IAD,SPI,141
IAD,STT,137
IAD,SYR,653
IAD,TPA,1746
IAD,TUS,112
IAD,TYS,97
IAH,ABQ,2261
IAH,AEX,342
IAH,AGS,1
IAH,AMA,807
IAH,ANC,206
IAH,ATL,4989
IAH,AUS,3704
IAH,AVL,458
IAH,BDL,120
IAH,BHM,2333
IAH,BNA,2547
IAH,BOS,1822
IAH,BPT,275
IAH,BRO,1465
IAH,BTR,2009
IAH,BWI,1728
IAH,CAE,165
IAH,CHA,458
IAH,CHS,73
IAH,CLE,2147
IAH,CLL,261
IAH,CLT,3709
IAH,CMH,839
IAH,COS,1725
IAH,CRP,823
IAH,CRW,674
IAH,CVG,2045
IAH,DAL,3730
IAH,DAY,859
IAH,DCA,2941
IAH,DEN,4584
IAH,DFW,5539
IAH,DSM,688
IAH,DTW,2742
IAH,EGE,124
IAH,ELP,1136
IAH,EWR,3970
IAH,FLL,1933
IAH,GPT,1908
IAH,GRK,525
IAH,GRR,714
IAH,GSO,1036
IAH,GSP,954
IAH,HDN,112
IAH,HNL,702
IAH,HOU,2
IAH,HRL,398
IAH,HSV,1043
IAH,IAD,1422
IAH,ICT,1594
IAH,IND,1763
IAH,JAN,1720
IAH,JAX,1529
IAH,JFK,969
IAH,LAS,2682
IAH,LAX,3867
IAH,LBB,769
IAH,LCH,999
IAH,LEX,646
IAH,LFT,2703
IAH,LGA,3399
IAH,LIT,1111
IAH,LRD,716
IAH,MAF,1187
IAH,MCI,2516
IAH,MCO,2494
IAH,MEM,3046
IAH,MFE,2665
IAH,MGM,246
IAH,MIA,2735
IAH,MKE,1673
IAH,MLU,580
IAH,MOB,1420
IAH,MSP,2466
IAH,MSY,4248
IAH,MTJ,261
IAH,OAK,722
IAH,OKC,2625
IAH,OMA,2098
IAH,ONT,1093
IAH,ORD,5651
IAH,ORF,970
IAH,PBI,1389
IAH,PDX,1271
IAH,PHL,1732
IAH,PHX,4176
IAH,PIT,1713
IAH,PNS,635
IAH,PSP,216
IAH,RDU,1987
IAH,RIC,970
IAH,RNO,428
IAH,RSW,1064
IAH,SAN,2392
IAH,SAT,3760
IAH,SAV,948
IAH,SDF,396
IAH,SEA,2393
IAH,SFO,2655
IAH,SHV,1017
IAH,SJC,995
IAH,SJU,732
IAH,SLC,2696
IAH,SMF,1085
IAH,SNA,1873
IAH,SRQ,70
IAH,STL,736
IAH,TLH,481
IAH,TPA,1963
IAH,TUL,2310
IAH,TUS,1670
IAH,TYS,1353
IAH,VPS,420
IAH,XNA,1435
ICT,ATL,3146
ICT,CID,1
ICT,COS,1
ICT,DEN,1578
ICT,DFW,1794
ICT,DTW,241
ICT,IAH,1594
ICT,LAX,184
ICT,MCI,1
ICT,MEM,1092
ICT,MSP,714
ICT,MSY,1
ICT,OKC,2
ICT,ORD,3005
ICT,PHX,692
ICT,PIA,1
ICT,SGF,1
ICT,SLC,1
ICT,STL,1
IDA,DEN,980
IDA,MSP,336
IDA,SLC,1787
ILM,ATL,1991
ILM,CLT,1259
ILM,CVG,146
ILM,RDU,1
IND,ATL,3515
IND,AUS,218
IND,BDL,587
IND,BOS,950
IND,BWI,1003
IND,CLE,635
IND,CLT,1587
IND,CVG,507
IND,DCA,968
IND,DEN,2089
IND,DFW,2087
IND,DTW,2558
IND,EWR,1717
IND,FLL,578
IND,IAH,1275
IND,JAX,366
IND,JFK,117
IND,LAS,1675
IND,LAX,548
IND,LGA,1331
IND,MCI,1069
IND,MCO,2298
IND,MDW,1333
IND,MEM,1066
IND,MIA,213
IND,MKE,738
IND,MSP,1700
IND,MSY,10
IND,ORD,4102
IND,PHL,495
IND,PHX,1457
IND,PIT,1
IND,RDU,673
IND,RSW,1057
IND,SAT,236
IND,SEA,75
IND,SFO,173
IND,SRQ,155
IND,TPA,1587
IND,XNA,1
INL,MSP,72
IPL,LAX,646
IPL,YUM,343
ISP,ATL,215
ISP,BWI,2438
ISP,FLL,1087
ISP,LAS,366
ISP,MCO,2105
ISP,MDW,1427
ISP,PBI,1090
ISP,RSW,375
ISP,TPA,1080
ITH,DTW,132
ITO,HNL,7386
ITO,KOA,299
ITO,OGG,366
IYK,BFL,1
IYK,LAX,956
IYK,PSP,1
JAC,ATL,118
JAC,CVG,13
JAC,DEN,1443
JAC,DFW,214
JAC,IDA,1
JAC,LAX,15
JAC,MSP,117
JAC,ORD,360
JAC,SLC,1485
JAN,ATL,2704
JAN,BWI,666
JAN,CVG,121
JAN,DCA,293
JAN,DFW,2605
JAN,DTW,689
JAN,EWR,121
JAN,HOU,1345
JAN,IAH,1721
JAN,MCO,381
JAN,MDW,677
JAN,MEM,1075
JAN,ORD,211
JAX,ATL,5656
JAX,AUS,229
JAX,BHM,366
JAX,BNA,1373
JAX,BOS,652
JAX,BWI,1066
JAX,CLE,144
JAX,CLT,2520
JAX,CVG,1110
JAX,DCA,896
JAX,DEN,118
JAX,DFW,1366
JAX,DTW,508
JAX,EWR,1581
JAX,FLL,1809
JAX,HOU,366
JAX,IAD,743
JAX,IAH,1541
JAX,IND,366
JAX,JFK,1068
JAX,LAS,236
JAX,LAX,3
JAX,LGA,1294
JAX,MCI,226
JAX,MEM,871
JAX,MIA,218
JAX,MSP,200
JAX,MSY,470
JAX,ORD,1704
JAX,ORF,712
JAX,PHL,1657
JAX,PIR,2
JAX,RDU,596
JAX,TPA,1017
JAX,TYS,1
JFK,ACK,234
JFK,ALB,364
JFK,ATL,2279
JFK,AUS,1356
JFK,BDL,631
JFK,BGR,338
JFK,BNA,463
JFK,BOS,7513
JFK,BQN,661
JFK,BTV,2207
JFK,BUF,3674
JFK,BUR,1366
JFK,BWI,1123
JFK,CHS,1
JFK,CLE,1392
JFK,CLT,1833
JFK,CMH,571
JFK,CVG,1346
JFK,DCA,2941
JFK,DEN,1082
JFK,DFW,834
JFK,DTW,1848
JFK,EGE,14
JFK,FLL,4696
JFK,HDN,13
JFK,HOU,943
JFK,HPN,1
JFK,IAD,2299
JFK,IAH,972
JFK,IND,125
JFK,JAX,1067
JFK,LAS,4471
JFK,LAX,8078
JFK,LGA,2
JFK,LGB,1541
JFK,MCO,5373
JFK,MIA,2737
JFK,MSP,1441
JFK,MSY,1070
JFK,OAK,1177
JFK,ONT,247
JFK,ORD,3672
JFK,ORF,277
JFK,PBI,2534
JFK,PDX,680
JFK,PHL,587
JFK,PHX,2254
JFK,PIT,2244
JFK,PSE,346
JFK,PVD,603
JFK,PWM,1824
JFK,RDU,4149
JFK,RIC,1694
JFK,ROC,2425
JFK,RSW,1893
JFK,SAN,1630
JFK,SEA,1855
JFK,SFO,6591
JFK,SJC,480
JFK,SJU,3565
JFK,SLC,1795
JFK,SMF,341
JFK,SRQ,534
JFK,STL,795
JFK,STT,366
JFK,SYR,1824
JFK,TPA,3390
JFK,TUS,132
JNU,ANC,1163
JNU,GST,85
JNU,KTN,364
JNU,PSG,363
JNU,SEA,1209
JNU,SIT,863
JNU,YAK,363
KOA,DEN,45
KOA,HNL,9038
KOA,LAX,1040
KOA,LIH,55
KOA,OAK,4
KOA,OGG,793
KOA,ORD,221
KOA,PHX,330
KOA,SAN,23
KOA,SEA,411
KOA,SFO,713
KOA,SNA,37
KTN,JNU,362
KTN,SEA,1289
KTN,SIT,365
KTN,WRG,364
LAN,CVG,486
LAN,DTW,1641
LAN,MSP,157
LAN,ORD,1409
LAS,ABQ,2408
LAS,ALB,366
LAS,AMA,367
LAS,ANC,238
LAS,ATL,4761
LAS,AUS,1232
LAS,BDL,366
LAS,BFL,102
LAS,BHM,366
LAS,BMI,51
LAS,BNA,1201
LAS,BOI,755
LAS,BOS,1383
LAS,BUF,588
LAS,BUR,5154
LAS,BWI,1628
LAS,CAK,43
LAS,CLE,1667
LAS,CLT,1730
LAS,CMH,1351
LAS,COS,98
LAS,CVG,920
LAS,DAY,42
LAS,DCA,366
LAS,DEN,8165
LAS,DFW,4959
LAS,DTW,2036
LAS,ELP,1042
LAS,EUG,162
LAS,EWR,2341
LAS,FAT,2101
LAS,FLL,677
LAS,FNT,91
LAS,GEG,753
LAS,HNL,732
LAS,HOU,1461
LAS,IAD,1625
LAS,IAH,2678
LAS,IND,1674
LAS,ISP,366
LAS,JAX,236
LAS,JFK,4481
LAS,LAX,11729
LAS,LBB,366
LAS,LGB,854
LAS,LIT,382
LAS,MAF,366
LAS,MCI,1913
LAS,MCO,1076
LAS,MDW,3836
LAS,MEM,373
LAS,MFR,139
LAS,MHT,365
LAS,MIA,787
LAS,MKE,530
LAS,MLI,50
LAS,MRY,14
LAS,MSP,2464
LAS,MSY,726
LAS,OAK,4693
LAS,OKC,471
LAS,OMA,1088
LAS,ONT,3501
LAS,ORD,5235
LAS,ORF,365
LAS,PBI,62
LAS,PDX,3568
LAS,PHL,2829
LAS,PHX,10626
