series,count,rate,date
32237,169,5.1,2008-01-01
32237,125,3.7,2007-12-01
32237,132,4,2007-11-01
32237,120,3.7,2007-10-01
32237,124,3.7,2007-09-01
32237,140,4.1,2007-08-01
32237,112,3.4,2007-07-01
32237,114,3.4,2007-06-01
32237,110,3.3,2007-05-01
32237,77,2.4,2007-04-01
32237,109,3.2,2007-03-01
32237,139,4,2007-02-01
32237,143,4,2007-01-01
32237,108,2.9,2006-12-01
32237,137,3.9,2006-11-01
32237,116,3.4,2006-10-01
32237,170,4.9,2006-09-01
32237,132,3.9,2006-08-01
32237,103,3,2006-07-01
32237,114,3.4,2006-06-01
32237,158,4.8,2006-05-01
32237,132,4.2,2006-04-01
32237,116,3.5,2006-03-01
32237,119,3.7,2006-02-01
32237,105,3.3,2006-01-01
32237,128,3.7,2005-12-01
32237,172,5.1,2005-11-01
32237,162,4.8,2005-10-01
32237,168,4.9,2005-09-01
32237,156,4.6,2005-08-01
32237,142,4.2,2005-07-01
32237,160,5,2005-06-01
32237,145,4.7,2005-05-01
32237,178,5.9,2005-04-01
32237,177,6,2005-03-01
32237,204,6.5,2005-02-01
32237,168,5.4,2005-01-01
32237,173,5.7,2004-12-01
32237,187,5.6,2004-11-01
32237,185,5.6,2004-10-01
32237,178,5.4,2004-09-01
32237,191,5.7,2004-08-01
32237,174,5.2,2004-07-01
32237,172,5,2004-06-01
32237,190,5.7,2004-05-01
32237,168,5,2004-04-01
32237,216,6.3,2004-03-01
32237,194,5.8,2004-02-01
32237,236,7,2004-01-01
32237,224,6.5,2003-12-01
32237,257,7.6,2003-11-01
32237,182,5.4,2003-10-01
32237,248,7,2003-09-01
32237,224,6.1,2003-08-01
32237,224,5.9,2003-07-01
32237,239,6.4,2003-06-01
32237,251,6.9,2003-05-01
32237,268,7.3,2003-04-01
32237,267,7.4,2003-03-01
32237,321,8.6,2003-02-01
32237,243,6.7,2003-01-01
32237,255,7.2,2002-12-01
32237,220,6.5,2002-11-01
32237,211,6,2002-10-01
32237,231,6.3,2002-09-01
32237,270,7.1,2002-08-01
32237,264,7.1,2002-07-01
32237,255,6.9,2002-06-01
32237,260,7.2,2002-05-01
32237,257,6.9,2002-04-01
32237,266,7.2,2002-03-01
32237,279,7.6,2002-02-01
32237,263,7.1,2002-01-01
32237,275,7.4,2001-12-01
32237,241,6.2,2001-11-01
32237,233,6,2001-10-01
32237,219,5.6,2001-09-01
32237,210,5.4,2001-08-01
32237,206,5.2,2001-07-01
32237,163,4.1,2001-06-01
32237,164,4.2,2001-05-01
32237,148,3.7,2001-04-01
32237,148,3.8,2001-03-01
32237,109,2.9,2001-02-01
32237,161,4.1,2001-01-01
32237,151,4,2000-12-01
32237,117,3,2000-11-01
32237,96,2.4,2000-10-01
32237,130,3.3,2000-09-01
32237,143,3.7,2000-08-01
32237,144,3.6,2000-07-01
32237,102,2.6,2000-06-01
32237,131,3.5,2000-05-01
32237,95,2.4,2000-04-01
32237,140,3.6,2000-03-01
32237,112,2.9,2000-02-01
32237,125,3.4,2000-01-01
32236,591,10.5,2010-02-01
32236,657,11.3,2010-01-01
32236,539,9,2009-12-01
32236,493,8.5,2009-11-01
32236,480,8.6,2009-10-01
32236,538,9.5,2009-09-01
32236,547,9.8,2009-08-01
32236,511,8.8,2009-07-01
32236,499,8.4,2009-06-01
32236,506,8.5,2009-05-01
32236,541,9,2009-04-01
32236,558,9,2009-03-01
32236,563,9.1,2009-02-01
32236,522,8.4,2009-01-01
32236,421,6.7,2008-12-01
32236,331,5.8,2008-11-01
32236,316,5.7,2008-10-01
32236,337,5.8,2008-09-01
32236,309,5.2,2008-08-01
32236,359,5.7,2008-07-01
32236,329,5.1,2008-06-01
32236,269,4.3,2008-05-01
32236,245,4,2008-04-01
32236,267,4.3,2008-03-01
32236,289,4.6,2008-02-01
32236,271,4.4,2008-01-01
32236,210,3.4,2007-12-01
32236,242,3.9,2007-11-01
32236,218,3.6,2007-10-01
32236,224,3.7,2007-09-01
32236,205,3.4,2007-08-01
32236,309,5.1,2007-07-01
32236,242,4.1,2007-06-01
32236,216,3.8,2007-05-01
32236,188,3.3,2007-04-01
32236,249,4.3,2007-03-01
32236,251,4.2,2007-02-01
32236,248,4.2,2007-01-01
32236,190,3.2,2006-12-01
32236,183,3.1,2006-11-01
32236,206,3.6,2006-10-01
32236,183,3.1,2006-09-01
32236,217,3.7,2006-08-01
32236,237,4.2,2006-07-01
32236,225,3.9,2006-06-01
32236,226,4,2006-05-01
32236,272,4.8,2006-04-01
32236,263,4.7,2006-03-01
32236,260,4.6,2006-02-01
32236,287,5,2006-01-01
32236,202,3.6,2005-12-01
32236,199,3.5,2005-11-01
32236,251,4.4,2005-10-01
32236,211,3.7,2005-09-01
32236,187,3.3,2005-08-01
32236,222,3.9,2005-07-01
32236,247,4.5,2005-06-01
32236,223,4.1,2005-05-01
32236,257,4.7,2005-04-01
32236,267,4.8,2005-03-01
32236,245,4.4,2005-02-01
32236,276,5,2005-01-01
32236,204,3.8,2004-12-01
32236,217,4,2004-11-01
32236,219,4,2004-10-01
32236,208,3.9,2004-09-01
32236,236,4.4,2004-08-01
32236,231,4.3,2004-07-01
32236,227,4.3,2004-06-01
32236,230,4.4,2004-05-01
32236,239,4.5,2004-04-01
32236,284,5.4,2004-03-01
32236,291,5.5,2004-02-01
32236,243,4.6,2004-01-01
32236,267,5,2003-12-01
32236,275,5.1,2003-11-01
32236,260,4.8,2003-10-01
32236,255,4.7,2003-09-01
32236,255,4.8,2003-08-01
32236,289,5.4,2003-07-01
32236,300,5.5,2003-06-01
32236,260,4.9,2003-05-01
32236,274,5,2003-04-01
32236,319,5.9,2003-03-01
32236,316,5.8,2003-02-01
32236,331,6.3,2003-01-01
32236,243,4.6,2002-12-01
32236,233,4.2,2002-11-01
32236,262,4.7,2002-10-01
32236,235,4.2,2002-09-01
32236,221,3.9,2002-08-01
32236,270,4.9,2002-07-01
32236,274,4.9,2002-06-01
32236,257,4.5,2002-05-01
32236,280,5,2002-04-01
32236,313,5.6,2002-03-01
32236,331,5.7,2002-02-01
32236,368,6.6,2002-01-01
32236,310,5.6,2001-12-01
32236,302,5.4,2001-11-01
32236,321,5.8,2001-10-01
32236,214,3.9,2001-09-01
32236,226,3.9,2001-08-01
32236,236,4.2,2001-07-01
32236,242,4.3,2001-06-01
32236,178,3.1,2001-05-01
32236,232,4.2,2001-04-01
32236,193,3.5,2001-03-01
32236,189,3.4,2001-02-01
32236,194,3.6,2001-01-01
32236,168,3.1,2000-12-01
32236,129,2.3,2000-11-01
32236,153,2.8,2000-10-01
32236,231,4,2000-09-01
32236,198,3.4,2000-08-01
32236,228,3.9,2000-07-01
32236,183,3.2,2000-06-01
32236,190,3.4,2000-05-01
32236,191,3.4,2000-04-01
32236,192,3.5,2000-03-01
32236,223,4,2000-02-01
32236,236,4.3,2000-01-01
32235,2071,10,2010-02-01
32235,2154,10.5,2010-01-01
32235,1851,9.1,2009-12-01
32235,1879,9.2,2009-11-01
32235,1919,9.6,2009-10-01
32235,1809,9,2009-09-01
32235,1794,8.8,2009-08-01
32235,1854,9,2009-07-01
32235,1863,9.1,2009-06-01
32235,1835,9,2009-05-01
32235,1833,9,2009-04-01
32235,1852,9,2009-03-01
32235,1847,8.9,2009-02-01
32235,1794,8.7,2009-01-01
32235,1535,7.2,2008-12-01
32235,1397,6.7,2008-11-01
32235,1313,6.3,2008-10-01
32235,1277,6.2,2008-09-01
32235,1366,6.6,2008-08-01
32235,1329,6.5,2008-07-01
32235,1160,5.7,2008-06-01
32235,1049,5.2,2008-05-01
32235,919,4.5,2008-04-01
32235,992,4.9,2008-03-01
32235,1007,4.9,2008-02-01
32235,1120,5.4,2008-01-01
32235,1009,4.8,2007-12-01
32235,893,4.3,2007-11-01
32235,907,4.4,2007-10-01
32235,1027,5.1,2007-09-01
32235,1028,5.1,2007-08-01
32235,1089,5.2,2007-07-01
32235,979,4.6,2007-06-01
32235,795,3.9,2007-05-01
32235,872,4.2,2007-04-01
32235,896,4.4,2007-03-01
32235,1045,5.1,2007-02-01
32235,1166,5.5,2007-01-01
32235,965,4.5,2006-12-01
32235,1018,4.8,2006-11-01
32235,972,4.7,2006-10-01
32235,1008,4.9,2006-09-01
32235,977,4.7,2006-08-01
32235,1083,5.1,2006-07-01
32235,1085,5.1,2006-06-01
32235,1025,4.8,2006-05-01
32235,972,4.6,2006-04-01
32235,1022,4.9,2006-03-01
32235,1141,5.4,2006-02-01
32235,1203,5.7,2006-01-01
32235,968,4.5,2005-12-01
32235,1013,4.7,2005-11-01
32235,1050,4.9,2005-10-01
32235,1038,4.9,2005-09-01
32235,1130,5.3,2005-08-01
32235,1194,5.6,2005-07-01
32235,1197,5.7,2005-06-01
32235,1145,5.4,2005-05-01
32235,1131,5.4,2005-04-01
32235,1173,5.6,2005-03-01
32235,1301,6.2,2005-02-01
32235,1302,6.3,2005-01-01
32235,1058,5,2004-12-01
32235,1045,5,2004-11-01
32235,1138,5.4,2004-10-01
32235,1127,5.5,2004-09-01
32235,1079,5.1,2004-08-01
32235,1163,5.5,2004-07-01
32235,1182,5.8,2004-06-01
32235,1183,5.8,2004-05-01
32235,1248,6.1,2004-04-01
32235,1386,6.8,2004-03-01
32235,1369,6.5,2004-02-01
32235,1389,6.5,2004-01-01
32235,1081,5,2003-12-01
32235,1156,5.4,2003-11-01
32235,1189,5.7,2003-10-01
32235,1229,5.9,2003-09-01
32235,1161,5.6,2003-08-01
32235,1387,6.6,2003-07-01
32235,1434,6.9,2003-06-01
32235,1247,6.2,2003-05-01
32235,1201,6,2003-04-01
32235,1179,5.9,2003-03-01
32235,1238,6.1,2003-02-01
32235,1342,6.7,2003-01-01
32235,1150,5.7,2002-12-01
32235,1242,6.2,2002-11-01
32235,1212,6.1,2002-10-01
32235,1171,5.9,2002-09-01
32235,1170,5.8,2002-08-01
32235,1132,5.6,2002-07-01
32235,1240,6.2,2002-06-01
32235,1138,5.8,2002-05-01
32235,1222,6.4,2002-04-01
32235,1269,6.6,2002-03-01
32235,1264,6.6,2002-02-01
32235,1212,6.3,2002-01-01
32235,1074,5.4,2001-12-01
32235,1046,5.3,2001-11-01
32235,941,4.8,2001-10-01
32235,936,4.8,2001-09-01
32235,928,4.8,2001-08-01
32235,833,4.3,2001-07-01
32235,955,4.9,2001-06-01
32235,875,4.5,2001-05-01
32235,820,4.3,2001-04-01
32235,1037,5.4,2001-03-01
32235,990,5.2,2001-02-01
32235,908,4.7,2001-01-01
32235,715,3.7,2000-12-01
32235,701,3.6,2000-11-01
32235,739,3.7,2000-10-01
32235,791,4.1,2000-09-01
32235,853,4.3,2000-08-01
32235,792,4.1,2000-07-01
32235,837,4.4,2000-06-01
32235,821,4.3,2000-05-01
32235,793,4.1,2000-04-01
32235,983,5.1,2000-03-01
32235,1023,5.2,2000-02-01
32235,1000,5,2000-01-01
32232,1814,12.1,2010-02-01
32232,1918,13,2010-01-01
32232,1747,11.9,2009-12-01
32232,1882,12.5,2009-11-01
32232,1884,12.2,2009-10-01
32232,1876,11.9,2009-09-01
32232,1866,11.8,2009-08-01
32232,1988,12.4,2009-07-01
32232,2010,12.6,2009-06-01
32232,2010,12.6,2009-05-01
32232,1968,12.4,2009-04-01
32232,1912,12.2,2009-03-01
32232,1822,11.5,2009-02-01
32232,1711,10.9,2009-01-01
32232,1315,8.3,2008-12-01
32232,1144,7,2008-11-01
32232,1007,6.2,2008-10-01
32232,984,6,2008-09-01
32232,960,5.7,2008-08-01
32232,908,5.5,2008-07-01
32232,862,5.2,2008-06-01
32232,879,5.3,2008-05-01
32232,796,4.8,2008-04-01
32232,831,5,2008-03-01
32232,820,5,2008-02-01
32232,837,5.1,2008-01-01
32232,772,4.6,2007-12-01
32232,762,4.5,2007-11-01
32232,729,4.3,2007-10-01
32232,673,4.1,2007-09-01
32232,596,3.6,2007-08-01
32232,621,3.7,2007-07-01
32232,653,4,2007-06-01
32232,651,3.9,2007-05-01
32232,749,4.6,2007-04-01
32232,742,4.5,2007-03-01
32232,774,4.7,2007-02-01
32232,752,4.6,2007-01-01
32232,660,4,2006-12-01
32232,702,4.3,2006-11-01
32232,618,3.7,2006-10-01
32232,632,3.8,2006-09-01
32232,680,4.1,2006-08-01
32232,736,4.4,2006-07-01
32232,635,3.8,2006-06-01
32232,680,4.1,2006-05-01
32232,745,4.5,2006-04-01
32232,701,4.1,2006-03-01
32232,821,4.9,2006-02-01
32232,778,4.6,2006-01-01
32232,757,4.5,2005-12-01
32232,823,4.9,2005-11-01
32232,800,4.8,2005-10-01
32232,775,4.7,2005-09-01
32232,767,4.7,2005-08-01
32232,883,5.3,2005-07-01
32232,743,4.4,2005-06-01
32232,743,4.5,2005-05-01
32232,793,4.8,2005-04-01
32232,879,5.3,2005-03-01
32232,889,5.3,2005-02-01
32232,889,5.3,2005-01-01
32232,872,5.1,2004-12-01
32232,905,5.4,2004-11-01
32232,884,5.3,2004-10-01
32232,852,5,2004-09-01
32232,840,4.9,2004-08-01
32232,1019,6,2004-07-01
32232,957,5.6,2004-06-01
32232,966,5.6,2004-05-01
32232,1004,5.8,2004-04-01
32232,1083,6.3,2004-03-01
32232,1094,6.3,2004-02-01
32232,1110,6.4,2004-01-01
32232,1025,5.9,2003-12-01
32232,1034,5.9,2003-11-01
32232,1041,6,2003-10-01
32232,1175,6.8,2003-09-01
32232,1186,6.7,2003-08-01
32232,1193,6.9,2003-07-01
32232,1232,7,2003-06-01
32232,1150,6.5,2003-05-01
32232,1199,6.7,2003-04-01
32232,1222,6.8,2003-03-01
32232,1229,6.7,2003-02-01
32232,1302,7.2,2003-01-01
32232,1188,6.6,2002-12-01
32232,1115,6.3,2002-11-01
32232,1046,5.9,2002-10-01
32232,1076,6.1,2002-09-01
32232,1108,6.2,2002-08-01
32232,1185,6.6,2002-07-01
32232,1187,6.6,2002-06-01
32232,1194,6.6,2002-05-01
32232,1322,7.2,2002-04-01
32232,1367,7.3,2002-03-01
32232,1296,7,2002-02-01
32232,1377,7.4,2002-01-01
32232,1172,6.3,2001-12-01
32232,1108,6,2001-11-01
32232,1065,5.8,2001-10-01
32232,996,5.4,2001-09-01
32232,1023,5.5,2001-08-01
32232,1054,5.6,2001-07-01
32232,956,5,2001-06-01
32232,903,4.7,2001-05-01
32232,855,4.4,2001-04-01
32232,954,4.9,2001-03-01
32232,902,4.6,2001-02-01
32232,911,4.6,2001-01-01
32232,653,3.3,2000-12-01
32232,672,3.4,2000-11-01
32232,693,3.6,2000-10-01
32232,667,3.4,2000-09-01
32232,685,3.4,2000-08-01
32232,708,3.6,2000-07-01
32232,621,3.1,2000-06-01
32232,685,3.4,2000-05-01
32232,736,3.7,2000-04-01
32232,739,3.6,2000-03-01
32232,694,3.4,2000-02-01
32232,734,3.6,2000-01-01
32231,2440,27.1,2010-02-01
32231,2194,24.7,2010-01-01
32231,2044,22.7,2009-12-01
32231,1780,19.4,2009-11-01
32231,1744,18.7,2009-10-01
32231,1594,17.1,2009-09-01
32231,1542,16.5,2009-08-01
32231,1687,18.2,2009-07-01
32231,1601,17.4,2009-06-01
32231,1768,19.2,2009-05-01
32231,1737,18.7,2009-04-01
32231,1979,21.1,2009-03-01
32231,2025,21.4,2009-02-01
32231,1744,18.2,2009-01-01
32231,1438,15.3,2008-12-01
32231,1237,12.7,2008-11-01
32231,1078,10.8,2008-10-01
32231,970,9.9,2008-09-01
32231,814,8.2,2008-08-01
32231,783,8,2008-07-01
32231,785,8.2,2008-06-01
32231,809,8.6,2008-05-01
32231,1057,11.1,2008-04-01
32231,1170,12,2008-03-01
32231,1118,11.4,2008-02-01
32231,1099,11,2008-01-01
32231,968,9.4,2007-12-01
32231,645,6.2,2007-11-01
32231,641,6.1,2007-10-01
32231,596,5.8,2007-09-01
32231,558,5.3,2007-08-01
32231,617,5.9,2007-07-01
32231,600,5.9,2007-06-01
32231,676,6.9,2007-05-01
32231,853,8.6,2007-04-01
32231,924,9,2007-03-01
32231,1086,10.5,2007-02-01
32231,922,8.9,2007-01-01
32231,725,6.9,2006-12-01
32231,618,6,2006-11-01
32231,456,4.5,2006-10-01
32231,586,5.6,2006-09-01
32231,618,5.9,2006-08-01
32231,633,6.1,2006-07-01
32231,569,5.6,2006-06-01
32231,647,6.6,2006-05-01
32231,674,6.9,2006-04-01
32231,820,8.5,2006-03-01
32231,836,8.6,2006-02-01
32231,868,9,2006-01-01
32231,813,8.2,2005-12-01
32231,564,5.7,2005-11-01
32231,519,5.3,2005-10-01
32231,572,5.7,2005-09-01
32231,561,5.7,2005-08-01
32231,509,5.2,2005-07-01
32231,559,5.7,2005-06-01
32231,567,6.1,2005-05-01
32231,693,7.4,2005-04-01
32231,961,10.3,2005-03-01
32231,1150,12.3,2005-02-01
32231,1079,11.8,2005-01-01
32231,870,9.5,2004-12-01
32231,695,7.4,2004-11-01
32231,635,6.9,2004-10-01
32231,629,6.8,2004-09-01
32231,563,6,2004-08-01
32231,610,6.4,2004-07-01
32231,668,7,2004-06-01
32231,665,7.4,2004-05-01
32231,849,9.5,2004-04-01
32231,1011,11.3,2004-03-01
32231,1039,11.6,2004-02-01
32231,994,11.3,2004-01-01
32231,813,9.3,2003-12-01
32231,690,7.8,2003-11-01
32231,651,7.4,2003-10-01
32231,681,7.6,2003-09-01
32231,650,7.1,2003-08-01
32231,677,7.5,2003-07-01
32231,710,7.9,2003-06-01
32231,715,8.4,2003-05-01
32231,772,9.3,2003-04-01
32231,987,11.8,2003-03-01
32231,1173,14,2003-02-01
32231,1196,14,2003-01-01
32231,941,10.9,2002-12-01
32231,758,8.5,2002-11-01
32231,680,7.7,2002-10-01
32231,615,7,2002-09-01
32231,654,7.4,2002-08-01
32231,594,6.9,2002-07-01
32231,593,6.9,2002-06-01
32231,626,7.4,2002-05-01
32231,855,10.1,2002-04-01
32231,1009,11.8,2002-03-01
32231,1060,12.2,2002-02-01
32231,1211,13.6,2002-01-01
32231,785,9,2001-12-01
32231,670,7.6,2001-11-01
32231,535,6.1,2001-10-01
32231,489,5.5,2001-09-01
32231,522,5.8,2001-08-01
32231,447,4.9,2001-07-01
32231,443,5.1,2001-06-01
32231,478,5.6,2001-05-01
32231,596,7.1,2001-04-01
32231,683,8.4,2001-03-01
32231,826,9.9,2001-02-01
32231,836,9.8,2001-01-01
32231,580,6.8,2000-12-01
32231,482,5.7,2000-11-01
32231,417,4.9,2000-10-01
32231,386,4.6,2000-09-01
32231,446,5.1,2000-08-01
32231,384,4.4,2000-07-01
32231,389,4.6,2000-06-01
32231,397,5,2000-05-01
32231,447,5.8,2000-04-01
32231,669,8.7,2000-03-01
32231,812,10.6,2000-02-01
32231,745,9.7,2000-01-01
32230,79,10.7,2010-02-01
32230,68,9.1,2010-01-01
32230,89,11.8,2009-12-01
32230,96,12,2009-11-01
32230,84,10.8,2009-10-01
32230,76,10.7,2009-09-01
32230,93,11.8,2009-08-01
32230,95,12.6,2009-07-01
32230,100,13.6,2009-06-01
32230,98,13.3,2009-05-01
32230,125,16.1,2009-04-01
32230,105,12.6,2009-03-01
32230,63,7.6,2009-02-01
32230,59,7,2009-01-01
32230,46,5.2,2008-12-01
32230,32,3.7,2008-11-01
32230,15,1.7,2008-10-01
32230,25,2.8,2008-09-01
32230,17,1.9,2008-08-01
32230,13,1.5,2008-07-01
32230,28,3.3,2008-06-01
32230,28,3.4,2008-05-01
32230,28,3.6,2008-04-01
32230,28,3.7,2008-03-01
32230,16,2.2,2008-02-01
32230,28,4,2008-01-01
32230,24,3.4,2007-12-01
32230,16,2.3,2007-11-01
32230,9,1.3,2007-10-01
32230,25,3.2,2007-09-01
32230,33,4.6,2007-08-01
32230,33,4.3,2007-07-01
32230,33,4.3,2007-06-01
32230,22,3,2007-05-01
32230,17,2.3,2007-04-01
32230,24,3.2,2007-03-01
32230,33,4.5,2007-02-01
32230,35,4.7,2007-01-01
32230,25,3.4,2006-12-01
32230,22,2.9,2006-11-01
32230,15,2.2,2006-10-01
32230,14,2.1,2006-09-01
32230,32,4.3,2006-08-01
32230,25,3.5,2006-07-01
32230,31,4.3,2006-06-01
32230,20,2.8,2006-05-01
32230,17,2.5,2006-04-01
32230,14,2.1,2006-03-01
32230,25,3.8,2006-02-01
32230,26,3.9,2006-01-01
32230,23,3.5,2005-12-01
32230,18,2.9,2005-11-01
32230,2,0.3,2005-10-01
32230,12,2,2005-09-01
32230,12,2,2005-08-01
32230,22,3.7,2005-07-01
32230,25,4,2005-06-01
32230,16,2.4,2005-05-01
32230,19,2.9,2005-04-01
32230,32,5.2,2005-03-01
32230,25,4,2005-02-01
32230,29,4.9,2005-01-01
32230,16,2.5,2004-12-01
32230,20,3.3,2004-11-01
32230,15,2.6,2004-10-01
32230,8,1.5,2004-09-01
32230,10,1.9,2004-08-01
32230,28,5.4,2004-07-01
32230,27,5,2004-06-01
32230,22,4.3,2004-05-01
32230,34,6.4,2004-04-01
32230,22,4.4,2004-03-01
32230,24,5,2004-02-01
32230,31,5.8,2004-01-01
32230,32,5.6,2003-12-01
32230,34,5.9,2003-11-01
32230,31,5.6,2003-10-01
32230,25,4.6,2003-09-01
32230,20,3.8,2003-08-01
32230,43,7.9,2003-07-01
32230,36,6.8,2003-06-01
32230,40,7.5,2003-05-01
32230,41,7.7,2003-04-01
32230,46,8.2,2003-03-01
32230,41,7.1,2003-02-01
32230,54,9,2003-01-01
32230,45,7.8,2002-12-01
32230,32,5.4,2002-11-01
32230,36,6.4,2002-10-01
32230,42,7.9,2002-09-01
32230,32,6.3,2002-08-01
32230,19,3.9,2002-07-01
32230,35,7.1,2002-06-01
32230,25,4.9,2002-05-01
32230,33,6.1,2002-04-01
32230,28,5.3,2002-03-01
32230,35,7.5,2002-02-01
32230,33,7,2002-01-01
32230,27,5.3,2001-12-01
32230,20,3.6,2001-11-01
32230,32,5.4,2001-10-01
32230,23,4.2,2001-09-01
32230,18,3.3,2001-08-01
32230,17,3.1,2001-07-01
32230,26,4.7,2001-06-01
32230,34,5.9,2001-05-01
32230,24,4.7,2001-04-01
32230,14,3,2001-03-01
32230,27,5.3,2001-02-01
32230,11,2.3,2001-01-01
32230,20,3.8,2000-12-01
32230,11,2,2000-11-01
32230,39,7.8,2000-10-01
32230,25,5.8,2000-09-01
32230,23,5.1,2000-08-01
32230,16,3.6,2000-07-01
32230,13,2.6,2000-06-01
32230,27,5.3,2000-05-01
32230,20,4.1,2000-04-01
32230,17,3.7,2000-03-01
32230,25,5.5,2000-02-01
32230,19,3.9,2000-01-01
28615,880,4,2010-02-01
28615,948,4.3,2010-01-01
28615,797,3.6,2009-12-01
28615,748,3.4,2009-11-01
28615,785,3.5,2009-10-01
28615,928,4.2,2009-09-01
28615,1118,5.1,2009-08-01
28615,1129,5.1,2009-07-01
28615,991,4.4,2009-06-01
28615,702,3.1,2009-05-01
28615,575,2.6,2009-04-01
28615,598,2.8,2009-03-01
28615,563,2.6,2009-02-01
28615,652,3,2009-01-01
28615,511,2.3,2008-12-01
28615,527,2.4,2008-11-01
28615,552,2.5,2008-10-01
28615,573,2.6,2008-09-01
28615,721,3.3,2008-08-01
28615,770,3.6,2008-07-01
28615,654,3,2008-06-01
28615,461,2.1,2008-05-01
28615,373,1.7,2008-04-01
28615,425,1.9,2008-03-01
28615,372,1.7,2008-02-01
28615,471,2.2,2008-01-01
28615,451,2.1,2007-12-01
28615,482,2.2,2007-11-01
28615,492,2.3,2007-10-01
28615,525,2.4,2007-09-01
28615,695,3.2,2007-08-01
28615,704,3.3,2007-07-01
28615,572,2.7,2007-06-01
28615,428,1.9,2007-05-01
28615,408,1.9,2007-04-01
28615,419,1.9,2007-03-01
28615,405,1.9,2007-02-01
28615,476,2.2,2007-01-01
28615,395,1.9,2006-12-01
28615,400,1.9,2006-11-01
28615,424,2,2006-10-01
28615,396,1.9,2006-09-01
28615,595,2.9,2006-08-01
28615,659,3.2,2006-07-01
28615,578,2.8,2006-06-01
28615,429,2.1,2006-05-01
28615,414,2,2006-04-01
28615,461,2.2,2006-03-01
28615,472,2.3,2006-02-01
28615,457,2.2,2006-01-01
28615,393,1.9,2005-12-01
28615,494,2.4,2005-11-01
28615,502,2.4,2005-10-01
28615,568,2.7,2005-09-01
28615,664,3.2,2005-08-01
28615,683,3.3,2005-07-01
28615,681,3.2,2005-06-01
28615,453,2.1,2005-05-01
28615,478,2.3,2005-04-01
28615,468,2.2,2005-03-01
28615,472,2.3,2005-02-01
28615,555,2.6,2005-01-01
28615,499,2.4,2004-12-01
28615,514,2.4,2004-11-01
28615,561,2.7,2004-10-01
28615,568,2.7,2004-09-01
28615,676,3.3,2004-08-01
28615,741,3.7,2004-07-01
28615,580,2.8,2004-06-01
28615,468,2.3,2004-05-01
28615,433,2.1,2004-04-01
28615,530,2.6,2004-03-01
28615,490,2.4,2004-02-01
28615,511,2.5,2004-01-01
28615,516,2.5,2003-12-01
28615,542,2.7,2003-11-01
28615,500,2.4,2003-10-01
28615,556,2.7,2003-09-01
28615,745,3.7,2003-08-01
28615,749,3.8,2003-07-01
28615,704,3.5,2003-06-01
28615,478,2.4,2003-05-01
28615,440,2.2,2003-04-01
28615,526,2.6,2003-03-01
28615,483,2.4,2003-02-01
28615,571,2.8,2003-01-01
28615,446,2.2,2002-12-01
28615,468,2.3,2002-11-01
28615,499,2.5,2002-10-01
28615,530,2.6,2002-09-01
28615,596,3,2002-08-01
28615,645,3.2,2002-07-01
28615,561,2.8,2002-06-01
28615,484,2.3,2002-05-01
28615,447,2.2,2002-04-01
28615,477,2.4,2002-03-01
28615,508,2.5,2002-02-01
28615,486,2.4,2002-01-01
28615,419,2.1,2001-12-01
28615,420,2.1,2001-11-01
28615,429,2.2,2001-10-01
28615,438,2.2,2001-09-01
28615,540,2.8,2001-08-01
28615,548,2.8,2001-07-01
28615,525,2.7,2001-06-01
28615,361,1.8,2001-05-01
28615,369,1.9,2001-04-01
28615,355,1.8,2001-03-01
28615,298,1.5,2001-02-01
28615,463,2.3,2001-01-01
28615,365,1.8,2000-12-01
28615,384,1.9,2000-11-01
28615,391,2,2000-10-01
28615,408,2.1,2000-09-01
28615,583,3.1,2000-08-01
28615,545,2.9,2000-07-01
28615,603,3.1,2000-06-01
28615,370,1.9,2000-05-01
28615,269,1.3,2000-04-01
28615,311,1.5,2000-03-01
28615,409,2,2000-02-01
28615,430,2.1,2000-01-01
